mmsi,lon,lat,speed,traj_label,time2
209783000.0,120.009745,18.3713,11.7,123,2019-12-11 11:55
209783000.0,120.01814,18.404020000000003,11.7,123,2019-12-11 12:06
209783000.0,120.022285,18.420481666666667,11.7,123,2019-12-11 12:11
209783000.0,120.03007166666669,18.450935,11.6,123,2019-12-11 12:20
209783000.0,120.03865166666668,18.48358,11.6,123,2019-12-11 12:31
209783000.0,120.055655,18.549563333333328,11.5,123,2019-12-11 12:52
209783000.0,120.06710166666667,18.596995,11.6,123,2019-12-11 13:07
209783000.0,120.07503,18.62847333333333,11.3,123,2019-12-11 13:17
209783000.0,120.07911,18.64439833333333,11.3,123,2019-12-11 13:22
209783000.0,120.1235,18.73167833333333,10.8,123,2019-12-11 13:54
209783000.0,120.145325,18.767521666666667,11.0,123,2019-12-11 14:07
209783000.0,120.17076000000002,18.806765,11.0,123,2019-12-11 14:22
209783000.0,120.19711,18.84720833333333,11.1,123,2019-12-11 14:38
209783000.0,120.22495333333332,18.890185,11.2,123,2019-12-11 14:54
209783000.0,120.23781333333334,18.90930833333333,10.9,123,2019-12-11 15:01
209783000.0,120.25159666666669,18.93006833333333,10.8,123,2019-12-11 15:10
209783000.0,120.27624333333333,18.967931666666665,10.9,123,2019-12-11 15:24
209783000.0,120.29518166666666,18.999621666666663,10.9,123,2019-12-11 15:36
209783000.0,120.32318,19.046516666666665,10.6,123,2019-12-11 15:54
209783000.0,120.33813,19.070553333333333,10.8,123,2019-12-11 16:04
209783000.0,120.36923,19.119685,11.4,123,2019-12-11 16:22
209783000.0,120.40342833333334,19.17201333333333,11.6,123,2019-12-11 16:42
209783000.0,120.426685,19.20892333333333,11.7,123,2019-12-11 16:55
209783000.0,120.452405,19.251785,11.5,123,2019-12-11 17:10
209783000.0,120.47601,19.293061666666667,10.9,123,2019-12-11 17:25
209783000.0,120.490055,19.317433333333334,10.8,123,2019-12-11 17:34
209783000.0,120.52171833333334,19.373721666666672,10.8,123,2019-12-11 17:55
209783000.0,120.54630666666668,19.412835,10.8,123,2019-12-11 18:10
209783000.0,120.56419333333334,19.440651666666668,10.4,123,2019-12-11 18:21
209783000.0,120.59056166666667,19.47751833333333,10.1,123,2019-12-11 18:36
209783000.0,120.62264833333332,19.52256833333333,10.1,123,2019-12-11 18:55
209783000.0,120.648305,19.559831666666668,10.1,123,2019-12-11 19:11
209783000.0,120.669845,19.594786666666668,10.0,123,2019-12-11 19:26
209783000.0,120.68909333333332,19.627066666666668,10.4,123,2019-12-11 19:39
209783000.0,120.74453833333334,19.71507833333333,10.7,123,2019-12-11 20:13
209783000.0,120.758595,19.738441666666667,10.7,123,2019-12-11 20:22
209783000.0,120.78428999999998,19.78335,10.7,123,2019-12-11 20:39
209783000.0,120.80551166666666,19.821483333333333,10.3,123,2019-12-11 20:54
209783000.0,120.81511666666668,19.839701666666667,10.1,123,2019-12-11 21:01
209783000.0,120.82976333333332,19.862701666666663,9.5,123,2019-12-11 21:11
209783000.0,120.84550333333334,19.885673333333333,9.3,123,2019-12-11 21:21
209783000.0,120.86684333333334,19.916768333333334,9.5,123,2019-12-11 21:36
209783000.0,120.91551833333334,19.989196666666672,9.5,123,2019-12-11 22:07
209783000.0,120.92002666666669,19.99533333333333,9.5,123,2019-12-11 22:10
209783000.0,120.93864166666668,20.019211666666667,9.4,123,2019-12-11 22:21
209783000.0,120.96872833333332,20.066233333333333,9.7,123,2019-12-11 22:42
209783000.0,120.99004833333332,20.101465,9.5,123,2019-12-11 22:57
209783000.0,121.003985,20.126106666666665,9.3,123,2019-12-11 23:08
209783000.0,121.01161333333332,20.14049333333333,9.5,123,2019-12-11 23:14
209783000.0,121.040595,20.184891666666665,9.9,123,2019-12-11 23:33
209783000.0,121.07906333333334,20.243175,10.3,123,2019-12-11 23:57
209783000.0,121.08857,20.25786,10.4,123,2019-12-12 00:03
209783000.0,121.10371833333332,20.280675,10.6,123,2019-12-12 00:12
209783000.0,121.12175166666668,20.308791666666668,10.3,123,2019-12-12 00:24
209783000.0,121.14397166666669,20.34551833333333,9.9,123,2019-12-12 00:39
209783000.0,121.17311166666668,20.391496666666665,10.0,123,2019-12-12 00:58
209783000.0,121.19729333333332,20.427846666666667,10.1,123,2019-12-12 01:13
209783000.0,121.21475333333332,20.45394333333333,10.3,123,2019-12-12 01:24
209783000.0,121.23868,20.489971666666666,9.8,123,2019-12-12 01:39
209783000.0,121.289395,20.571761666666667,9.9,123,2019-12-12 02:14
209783000.0,121.30538166666666,20.59732,9.8,123,2019-12-12 02:25
209783000.0,121.32820333333332,20.632225,9.8,123,2019-12-12 02:40
209783000.0,121.37438333333333,20.70185,9.9,123,2019-12-12 03:10
209783000.0,121.39731333333332,20.737121666666667,9.6,123,2019-12-12 03:25
209783000.0,121.42013333333334,20.771463333333333,9.5,123,2019-12-12 03:40
209783000.0,121.448335,20.816711666666667,9.5,123,2019-12-12 03:59
209783000.0,121.47009833333334,20.8516,9.5,123,2019-12-12 04:14
209783000.0,121.48516166666668,20.87638,9.6,123,2019-12-12 04:25
209783000.0,121.50565666666668,20.911366666666662,9.7,123,2019-12-12 04:40
209783000.0,121.52646833333333,20.94640833333333,9.6,123,2019-12-12 04:55
209783000.0,121.53272666666666,20.95699833333333,9.7,123,2019-12-12 05:00
209783000.0,121.55389,20.990741666666672,9.2,123,2019-12-12 05:15
